30.06578649,031.278483
30.06580566,031.278430
30.06584683,031.278409
30.06587716,031.278395
30.06590549,031.278345
30.06590749,031.278343
30.06591166,031.278342
30.06591783,031.278332
30.06594616,031.278317
30.06594999,031.278318
30.06595049,031.278314
30.06595949,031.278309
30.06595716,031.278307
30.06596866,031.278304
30.06597683,031.278302
30.06597983,031.278303
30.06599049,031.278300
30.06599066,031.278300
30.06597883,031.278302
30.06598066,031.278303
30.06597166,031.278307
30.06598016,031.278307
30.06597983,031.278307
30.06597366,031.278308
30.06597049,031.278310
30.06596666,031.278310
30.06595999,031.278311
30.06596083,031.278312
30.06595949,031.278312
30.06594016,031.278316
30.06592549,031.278319
30.06591549,031.278322
30.06590766,031.278324
30.06590033,031.278326
30.06589199,031.278329
30.06588749,031.278331
30.06588099,031.278334
30.06587799,031.278336
30.06587349,031.278338
30.06587016,031.278340
30.06587216,031.278341
30.06587416,031.278342
30.06587133,031.278345
30.06587249,031.278346
30.06587216,031.278348
30.06586749,031.278351
30.06586466,031.278354
30.06585916,031.278357
30.06586066,031.278360
30.06586566,031.278362
30.06586816,031.278364
30.06587549,031.278366
30.06588199,031.278367
30.06588699,031.278369
30.06586566,031.278376
30.06585633,031.278380
30.06584783,031.278384
30.06583866,031.278388
30.06583299,031.278390
30.06582983,031.278392
30.06583249,031.278392
30.06583633,031.278392
30.06584149,031.278392
30.06584633,031.278393
30.06584816,031.278394
30.06584883,031.278396
30.06584916,031.278398
30.06585033,031.278398
30.06585016,031.278400
30.06584133,031.278404
